brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,mileage_per_year,is_luxury_brand,had_accident,has_clean_title,engine_size_l,is_automatic
INFINITI,FX50 Base,2009,190120.0,Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,12500.0,17,11183.529411764706,0,1,1,5.0,1
Ford,F-150 XLT,2020,92000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,29999.0,6,15333.333333333334,0,0,1,3.5,1
Chevrolet,Camaro 2LT,2017,24000.0,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,32000.0,9,2666.6666666666665,0,0,1,3.6,0
RAM,1500 Big Horn,2020,25396.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Maximum Steel Metallic,Black,None reported,Yes,43250.0,6,4232.666666666667,0,0,1,5.7,1
Chevrolet,Silverado 2500 H/D,2001,167000.0,Gasoline,300.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,6500.0,25,6680.0,0,1,1,6.0,1
RAM,1500 Laramie,2022,18645.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,Yes,49700.0,4,4661.25,0,0,1,5.7,1
Porsche,911 Turbo,2018,28470.0,Gasoline,540.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,99175.0,8,3558.75,1,1,1,3.8,0
Ford,Mustang V6,2016,54000.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,23999.0,10,5400.0,0,0,1,3.7,1
Hyundai,Accent GL,2003,83000.0,Gasoline,104.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,M/T,Blue,Gray,None reported,Yes,2900.0,23,3608.695652173913,0,0,1,1.6,0
Audi,Q5 S line Premium Plus,2022,10071.0,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black Metallic,Black,None reported,Unknown,40598.0,4,2517.75,1,0,0,,1
Ford,F-150 XLT,2021,43329.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Carbonized Gray Metallic,Black,None reported,Yes,43642.0,5,8665.8,0,0,1,3.5,1
Lexus,RC F Base,2015,51400.0,Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,43000.0,11,4672.727272727273,1,0,1,5.0,1
Chevrolet,Suburban 1500 LT,2015,153800.0,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,23000.0,11,13981.818181818182,0,1,1,5.3,1
Land,Rover Range Rover Sport SVR Carbon Edition,2022,9000.0,Gasoline,575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,99175.0,4,2250.0,0,0,1,5.0,1
Dodge,Viper SRT-10,2003,10800.0,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,65499.0,23,469.5652173913044,0,0,1,8.3,0
RAM,1500 Laramie,2020,10458.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,48815.0,6,1743.0,0,0,1,5.7,1
BMW,328 i,2014,84709.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,13800.0,12,7059.083333333333,1,0,1,2.0,1
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,33500.0,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,45770.0,7,4785.714285714285,1,0,1,3.0,1
BMW,M4 Base,2015,98000.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Orange,None reported,Yes,32999.0,11,8909.09090909091,1,0,1,3.0,0
BMW,750 i,2008,94653.0,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Green,At least 1 accident or damage reported,Yes,7300.0,18,5258.5,1,1,1,4.8,1
Ford,Expedition Limited,2023,9281.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,85000.0,3,3093.6666666666665,0,0,1,3.5,1
Chevrolet,Traverse Premier,2023,11806.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,47000.0,3,3935.3333333333335,0,0,1,3.6,1
Mercedes-Benz,E-Class D 2.5 Turbo,1993,70015.0,–,–,4-Speed A/T,Gray,Gray,None reported,Yes,22500.0,33,2121.6666666666665,1,0,1,,1
Cadillac,Escalade Platinum,2020,48613.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,61500.0,6,8102.166666666667,0,1,1,6.2,1
RAM,3500 Tradesman,2023,2990.0,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,69900.0,3,996.6666666666666,0,1,1,6.7,1
Audi,TT 1.8L,2005,124747.0,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,6900.0,21,5940.333333333333,1,0,1,1.8,0
RAM,1500 Big Horn,2021,24000.0,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,42000.0,5,4800.0,0,0,1,5.7,1
Mazda,CX-7 Sport,2009,113000.0,Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,5499.0,17,6647.058823529412,0,0,1,2.3,1
INFINITI,QX60 Base,2017,89106.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,18000.0,9,9900.666666666666,0,0,1,3.5,0
Ford,F-250 Platinum,2017,22000.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,53000.0,9,2444.4444444444443,0,1,1,6.2,1
Jeep,Compass Limited,2022,20472.0,Gasoline,2.4L I4 16V MPFI SOHC,9-Speed Automatic,Red,Black,None reported,Unknown,28298.0,4,5118.0,0,0,0,2.4,1
INFINITI,QX80 SENSORY,2023,8600.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,Unknown,Unknown,78990.0,3,2866.6666666666665,0,0,0,5.6,1
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,4753.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,57000.0,4,1188.25,0,0,1,5.3,1
Hyundai,Genesis Coupe 2.0T,2010,65000.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,Unknown,Unknown,8900.0,16,4062.5,0,0,0,2.0,1
Chevrolet,Camaro 1SS,2021,15000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,43500.0,5,3000.0,0,0,1,6.2,0
Chevrolet,Tahoe Base,1997,200684.0,Diesel,180.0HP 6.5L 8 Cylinder Engine Diesel Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,19500.0,29,6920.137931034483,0,1,1,6.5,1
Audi,A6 3.0 TDI Premium Plus,2014,42400.0,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Silver,Black,None reported,Yes,26500.0,12,3533.3333333333335,1,0,1,3.0,1
Land,Rover Defender S,2023,15840.0,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,69900.0,3,5280.0,0,0,1,2.0,1
Porsche,Cayenne S,2016,76200.0,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,42000.0,10,7620.0,1,0,1,3.6,0
Chevrolet,Suburban Premier,2019,105667.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,39000.0,7,15095.285714285714,0,0,1,5.3,1
Chevrolet,Suburban Premier,2019,51338.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,49900.0,7,7334.0,0,0,1,5.3,1
Dodge,Dart SE,2016,76857.0,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Black,At least 1 accident or damage reported,Yes,8100.0,10,7685.7,0,1,1,2.0,0
Ford,F-250 Lariat,2019,80200.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,42500.0,7,11457.142857142857,0,0,1,6.2,1
Toyota,Sequoia SR5,2002,200684.0,Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,3950.0,24,8361.833333333334,0,1,1,4.7,1
Ford,Mustang GT,2014,38560.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,28500.0,12,3213.3333333333335,0,1,1,5.0,0
Chevrolet,Corvette Stingray w/2LT,2020,12500.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,84999.0,6,2083.3333333333335,0,0,1,6.2,0
Hyundai,Genesis Coupe 3.8 Base,2016,45303.0,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,20999.0,10,4530.3,0,0,1,3.8,1
Ford,Focus ST Base,2014,110000.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,9495.0,12,9166.666666666666,0,0,1,2.0,0
Cadillac,CTS Luxury,2011,66200.0,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,16499.0,15,4413.333333333333,0,0,1,3.0,1
Subaru,Baja Base,2003,71000.0,Gasoline,165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,14900.0,23,3086.9565217391305,0,0,1,2.5,0
Toyota,Highlander XLE,2019,81301.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,None reported,Yes,30275.0,7,11614.42857142857,0,0,1,3.5,1
Chevrolet,Corvette Stingray Z51,2019,7033.0,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,63900.0,7,1004.7142857142857,0,0,1,6.2,1
Dodge,Durango SRT,2020,36000.0,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,62000.0,6,6000.0,0,0,1,6.4,1
Acura,TSX 2.4,2010,116000.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,9000.0,16,7250.0,0,1,1,2.4,0
Chevrolet,Camaro 2SS,2018,42780.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,41100.0,8,5347.5,0,1,1,6.2,0
BMW,640 Gran Coupe i,2014,39886.0,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,26000.0,12,3323.8333333333335,1,1,1,3.0,0
Audi,S5 3.0T Premium Plus,2014,151400.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,15400.0,12,12616.666666666666,1,0,1,3.0,0
Alfa,Romeo Giulia Base,2017,48000.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,20500.0,9,5333.333333333333,0,0,1,2.0,1
Toyota,Highlander XLE,2023,8727.0,Gasoline,2.4L I4 16V PDI DOHC Turbo,8-Speed Automatic,Ruby Flare Pearl,Black,None reported,Unknown,44596.0,3,2909.0,0,0,0,2.4,1
Rolls-Royce,Ghost Base,2011,79000.0,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,80300.0,15,5266.666666666667,0,1,1,6.6,1
Dodge,Challenger R/T,2020,54000.0,Gasoline,372.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,34000.0,6,9000.0,0,0,1,5.7,1
Porsche,Cayenne Base,2016,110000.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,At least 1 accident or damage reported,Yes,25900.0,10,11000.0,1,1,1,3.6,1
Chevrolet,Bolt EV LT,2020,49688.0,Unknown,200.0HP Electric Motor Electric Fuel System,A/T,Blue,Gray,None reported,Yes,24900.0,6,8281.333333333334,0,0,1,,1
Mercedes-Benz,Metris Base,2020,14000.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,48000.0,6,2333.3333333333335,1,0,1,2.0,1
Dodge,Charger SRT Hellcat Widebody,2023,5000.0,Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,99175.0,3,1666.6666666666667,0,0,1,6.2,0
Chevrolet,Silverado 1500 ZR2,2022,11597.0,Gasoline,6.2L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,Unknown,68590.0,4,2899.25,0,0,0,6.2,1
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,86101.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,At least 1 accident or damage reported,Yes,72777.0,9,9566.777777777777,1,1,1,5.5,1
Chevrolet,Silverado 1500 LT,2017,58816.0,Gasoline,5.3L V8 16V GDI OHV,6-Speed Electronically Controlled Automatic with O,Black,Jet Black,None reported,Unknown,36590.0,9,6535.111111111111,0,0,0,5.3,1
Lexus,RC 350 Base,2016,77856.0,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Atomic Silver,Black,None reported,Yes,30919.0,10,7785.6,1,0,1,3.5,1
Lamborghini,Urus Base,2021,20069.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rosso Mars Metallic,Nero Ade,None reported,Unknown,99175.0,5,4013.8,0,0,0,4.0,1
GMC,Acadia SLE-1,2015,115282.0,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Crimson Red Tintcoat,Ebony,At least 1 accident or damage reported,Yes,12433.0,11,10480.181818181818,0,1,1,3.6,1
Porsche,911 GT3,2016,30700.0,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,99175.0,10,3070.0,1,0,1,3.8,1
MINI,Cooper Base,2003,103726.0,Gasoline,115.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,At least 1 accident or damage reported,Yes,5995.0,23,4509.826086956522,0,1,1,1.6,0
Mazda,MX-5 Miata Sport,2008,39800.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,13250.0,18,2211.1111111111113,0,0,1,2.0,0
Toyota,4Runner TRD Off Road,2019,79500.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,33333.0,7,11357.142857142857,0,0,1,4.0,1
Toyota,Highlander Limited,2008,165520.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,9000.0,18,9195.555555555555,0,1,1,3.5,1
BMW,650 Gran Coupe i,2014,92000.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,24000.0,12,7666.666666666667,1,1,1,4.4,0
Hyundai,Palisade Calligraphy,2023,1500.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,None reported,Yes,55000.0,3,500.0,0,0,1,3.8,0
Pontiac,Solstice GXP,2008,38100.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Orange,Black,None reported,Yes,19950.0,18,2116.6666666666665,0,0,1,2.0,0
Land,Rover Range Rover Evoque SE Premium,2018,42125.0,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,38999.0,8,5265.625,0,0,1,2.0,0
Porsche,Cayenne Diesel,2014,86818.0,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,33500.0,12,7234.833333333333,1,0,1,3.0,0
BMW,M3 Competition xDrive,2023,3490.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,95580.0,3,1163.3333333333333,1,0,1,3.0,1
Toyota,Avalon Limited,2008,111300.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,Beige,None reported,Yes,7900.0,18,6183.333333333333,0,0,1,3.5,0
BMW,M3 Base,2011,98200.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,27000.0,15,6546.666666666667,1,0,1,4.0,1
Porsche,Panamera Base,2018,42500.0,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,53999.0,8,5312.5,1,1,1,3.0,1
Jeep,Wrangler Sport,2001,171000.0,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,15000.0,25,6840.0,0,1,1,4.0,0
Honda,Passport TrailSport,2023,11649.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,Unknown,Unknown,39999.0,3,3883.0,0,0,0,3.5,1
Mercedes-Benz,SL-Class SL 550,2013,24933.0,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,At least 1 accident or damage reported,Yes,40250.0,13,1917.923076923077,1,1,1,4.6,0
Audi,RS 4 Base,2007,99769.0,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,White,None reported,Yes,29995.0,19,5251.0,1,0,1,4.2,0
Toyota,Avalon Limited,2022,16156.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blueprint,Graphite,None reported,Unknown,39390.0,4,4039.0,0,0,0,3.5,1
Mercedes-Benz,E-Class E 350 4MATIC,2008,67250.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11900.0,18,3736.1111111111113,1,0,1,3.5,1
GMC,Yukon Denali,2021,30022.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,74500.0,5,6004.4,0,1,1,6.2,1
Porsche,Panamera 4S,2017,42596.0,Gasoline,440.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,78000.0,9,4732.888888888889,1,0,1,2.9,0
Ford,Explorer XLT,2021,33705.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,White,Light Slate,At least 1 accident or damage reported,Yes,36995.0,5,6741.0,0,1,1,2.3,1
Land,Rover LR4 HSE LUX Landmark Edition,2016,63300.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,31000.0,10,6330.0,0,0,1,3.0,1
Acura,TLX Type S w/Performance Tire,2023,4700.0,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,52000.0,3,1566.6666666666667,0,0,1,3.0,1
Toyota,Tacoma Base,2020,27256.0,Gasoline,3.5 Liter,6 Speed At/Mt,Midnight Black Metallic,Black/Gun Metal,None reported,Unknown,42998.0,6,4542.666666666667,0,0,0,,0
Hummer,H3 Base,2010,107481.0,Gasoline,239.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,13500.0,16,6717.5625,0,0,1,3.7,1
Tesla,Model 3 Long Range,2018,61700.0,Unknown,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,25900.0,8,7712.5,0,0,1,,1
Volvo,850 Turbo,1995,94000.0,–,–,A/T,White,Black,None reported,Yes,4500.0,31,3032.2580645161293,0,0,1,,1
Jeep,Wrangler Unlimited Sahara,2017,128000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,26800.0,9,14222.222222222223,0,0,1,3.6,1
Chevrolet,Camaro 2SS,2018,26000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,39000.0,8,3250.0,0,0,1,6.2,1
Audi,S6 4.0T,2015,74000.0,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,29950.0,11,6727.272727272727,1,0,1,4.0,1
Audi,TT RS Base,2012,54900.0,Gasoline,360.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,Unknown,Unknown,28900.0,14,3921.4285714285716,1,0,0,2.5,0
INFINITI,QX56 Base,2012,141775.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,11500.0,14,10126.785714285714,0,0,1,5.6,0
Volkswagen,New Beetle GLS,2001,63250.0,Gasoline,115.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Yellow,Yellow,None reported,Yes,12000.0,25,2530.0,0,0,1,2.0,1
Audi,Q5 S line Premium Plus,2022,13895.0,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Black,None reported,Unknown,44998.0,4,3473.75,1,0,0,,1
Lamborghini,Aventador LP750-4 Superveloce,2017,10654.0,Gasoline,"6.5L V-12 DOHC, variable valve control, premium unleaded, engine",Automatic,Balloon White,Nero Ade,None reported,Unknown,99175.0,9,1183.7777777777778,0,0,0,6.5,1
Ford,F-250 XL,2014,35900.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Blue,Gray,At least 1 accident or damage reported,Yes,27900.0,12,2991.6666666666665,0,1,1,6.2,0
GMC,Yukon XL Denali,2022,48306.0,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Summit White,Jet Black,At least 1 accident or damage reported,Yes,71999.0,4,12076.5,0,1,1,6.2,1
Audi,A4 2.0T Premium,2012,125000.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,10500.0,14,8928.57142857143,1,0,1,2.0,1
Dodge,Challenger SRT 392,2016,37700.0,–,–,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,38000.0,10,3770.0,0,1,1,,1
Tesla,Model S P100D,2017,103000.0,Unknown,Electric Motor Electric Fuel System,1-Speed A/T,Black,White,None reported,Yes,36000.0,9,11444.444444444445,0,0,1,,1
Mazda,CX-30 Premium Package,2021,45303.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,White / Brown,None reported,Unknown,25382.0,5,9060.6,0,0,0,2.5,1
Lexus,ES 350 Base,2016,53900.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,27500.0,10,5390.0,1,0,1,3.5,1
Jeep,Wrangler Sahara,2008,54000.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,20000.0,18,3000.0,0,0,1,3.8,1
Chevrolet,Avalanche 1500 LTZ,2007,129000.0,Gasoline,366.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,17950.0,19,6789.473684210527,0,0,1,6.0,1
Jeep,Grand Cherokee L Laredo,2022,10232.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Global Black,None reported,Yes,44646.0,4,2558.0,0,0,1,3.6,1
Acura,MDX w/Advance Package,2023,3708.0,Gasoline,3.5 Liter SOHC,Automatic,White,Espresso,None reported,Unknown,58998.0,3,1236.0,0,0,0,,1
Nissan,Pathfinder SL,2018,167000.0,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,Unknown,Unknown,14500.0,8,20875.0,0,0,0,3.5,1
Tesla,Model X Long Range,2019,37000.0,Unknown,518.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,58000.0,7,5285.714285714285,0,0,1,,1
Subaru,Impreza Premium,2022,10419.0,Gasoline,"2L H-4 gasoline direct injection, DOHC, variable valve control,",Variable,Crystal White Pearl,Black,At least 1 accident or damage reported,Unknown,24998.0,4,2604.75,0,1,0,,0
Audi,A8 4.0T,2014,96238.0,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,22500.0,12,8019.833333333333,1,1,1,4.0,0
Subaru,Ascent Limited 7-Passenger,2022,12700.0,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Beige,None reported,Yes,38500.0,4,3175.0,0,0,1,2.4,1
Chevrolet,Avalanche 1500 LT,2007,200684.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Gray,None reported,Yes,16900.0,19,10562.315789473685,0,0,1,5.3,1
Porsche,Cayenne S,2015,124000.0,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,25000.0,11,11272.727272727272,1,0,1,3.6,1
BMW,335 i,2009,123000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,15000.0,17,7235.294117647059,1,0,1,3.0,1
